laptop_ID,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros,TouchScreen
487,Dell,Inspiron 7570,Notebook,15.6,1920x1080,Intel Core i7 8550U 1.8GHz,8,512GB SSD,Nvidia GeForce 940MX,3,2.16,1262.00,0
488,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,1TB HDD,Intel HD Graphics 620,3,2.18,587.00,0
489,HP,ProBook 430,Notebook,13.3,1920x1080,Intel Core i5 8250U 1.6GHz,4,128GB SSD,Intel UHD Graphics 620,3,1.49,726.00,0
490,Chuwi,"Lapbook 15,6",Notebook,15.6,1920x1080,Intel Atom x5-Z8350 1.44GHz,4,64GB Flash Storage,Intel HD Graphics,3,1.89,249.30,0
491,Lenovo,ThinkPad E570,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4,128GB SSD,Intel HD Graphics 520,3,2.3,565.00,0
492,Lenovo,ThinkPad E480,Notebook,14.0,1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,3,1.75,1049.00,0
493,Dell,Precision 3520,Workstation,15.6,1920x1080,Intel Core i7 6820HQ 2.7GHz,16,512GB SSD,Nvidia Quadro M620,3,2.17,2338.00,0
494,Dell,XPS 15,Notebook,15.6,1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Nvidia GeForce GTX 1050,3,2.06,1899.00,0
495,Lenovo,Thinkpad X270,Ultrabook,12.5,1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,3,1.36,1798.00,0
496,Asus,Zenbook UX390UA,Ultrabook,12.5,1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,3,0.91,1950.00,0
497,Lenovo,Thinkpad E570,Notebook,15.6,1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Nvidia GeForce 940MX,3,2.3,1012.39,0
498,Toshiba,Portege X30-D-10L,Ultrabook,13.3,1920x1080,Intel Core i7 7500U 2.7GHz,32,512GB SSD,Intel HD Graphics 620,3,1.05,2799.00,1
499,Asus,VivoBook Pro,Gaming,15.6,1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,3,1.99,1350.00,0
500,Acer,Aspire 5,Notebook,15.6,1366x768,AMD A10-Series 9620P 2.5GHz,8,1TB HDD,AMD Radeon RX 540,3,2.2,579.00,0
501,Asus,Rog G752VL-UH71T,Gaming,17.3,1920x1080,Intel Core i7 6700HQ 2.6GHz,24,256GB SSD +  1TB HDD,Nvidia GeForce GTX 965M,3,4.33,1269.00,1
502,Lenovo,Thinkpad X260,Ultrabook,12.5,1366x768,Intel Core i5 6200U 2.3GHz,8,180GB SSD,Intel HD Graphics 520,3,1.3,1099.00,0
503,Lenovo,Ideapad 520-15IKBR,Notebook,15.6,1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Intel UHD Graphics 620,3,2.17,899.30,0
504,HP,EliteBook 840,Notebook,14.0,1920x1080,Intel Core i7 7600U 2.8GHz,8,1TB SSD,Intel HD Graphics 620,3,1.48,1749.00,0
505,Lenovo,ThinkPad 13,Notebook,13.3,1920x1080,Intel Core i3 7100U 2.4GHz,8,256GB SSD,Intel HD Graphics 620,3,1.4,949.00,0
506,Lenovo,ThinkPad L570,Notebook,15.6,1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,3,2.3,911.00,0
507,Asus,VivoBook E201NA,Netbook,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,64GB Flash Storage,Intel HD Graphics 500,7,1.2,340.00,0
508,HP,15-BS026nv,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,256GB SSD,AMD Radeon 520,3,1.91,619.39,0
509,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,3,1.4,1599.00,1
510,Lenovo,IdeaPad 320-14IAP,Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,500GB HDD,Intel HD Graphics 500,3,2.1,299.00,0
511,Lenovo,Chromebook N23,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,16GB SSD,Intel HD Graphics 400,8,1.25,265.00,0
512,Lenovo,ThinkPad 13,Notebook,13.3,1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,3,1.44,949.00,0
513,Asus,ZenBook UX510UX-CN211T,Notebook,15.6,1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD +  1TB HDD,Intel HD Graphics 620,3,2,1224.00,0
514,Acer,Aspire A515-51G-59QF,Notebook,15.6,1920x1080,Intel Core i5 8250U 1.6GHz,4,1TB HDD,Nvidia GeForce MX150,3,2.2,613.00,0
515,HP,Envy 13-AB002nv,Ultrabook,13.3,1920x1080,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Intel HD Graphics 620,3,1.34,1323.00,0
516,Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,2,2.4,1149.00,0
517,Dell,XPS 13,Ultrabook,13.3,1920x1080,Intel Core i5 7200U 2.5GHz,8,128GB SSD,Intel HD Graphics 620,3,1.29,899.00,1
518,Acer,Aspire A515-51G,Notebook,15.6,1920x1080,Intel Core i7 7500U 2.7GHz,4,500GB HDD,Nvidia GeForce 940MX,3,2.2,639.00,0
519,Dell,Vostro 5568,Notebook,15.6,1920x1080,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Intel HD Graphics 620,3,2.18,836.00,0
520,Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel Core i7 8550U 1.8GHz,16,256GB SSD +  2TB HDD,AMD Radeon 530,3,2.2,1219.24,0
521,Xiaomi,Mi Notebook,Notebook,15.6,1920x1080,Intel Core i7 8550U 1.8GHz,16,256GB SSD,Nvidia GeForce MX150,2,1.95,1400.35,0
522,Asus,VivoBook E12,Netbook,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,2,32GB Flash Storage,Intel HD Graphics 500,3,1.1,245.00,0
523,HP,15-bs190od,Notebook,15.6,1366x768,Intel Core i5 8250U 1.6GHz,4,1TB HDD,Intel UHD Graphics 620,3,2.04,521.47,1
524,Asus,ROG Zephyrus,Gaming,15.6,1920x1080,Intel Core i7 7700HQ 2.8GHz,24,512GB SSD,Nvidia GeForce GTX1080,3,2.24,2968.00,0
525,HP,Probook 450,Notebook,15.6,1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Nvidia GeForce 930MX,3,2.04,889.00,0
526,Asus,FX753VE-GC155T,Gaming,17.3,1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX1050 Ti,3,3,1504.00,0
527,Lenovo,Legion Y720-15IKB,Gaming,15.6,1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,3,3.2,1399.00,0
528,HP,Spectre X360,Ultrabook,13.3,1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,3,1.32,1399.00,0
529,Dell,Latitude 5480,Notebook,14.0,1920x1080,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Intel HD Graphics 620,3,1.64,1280.13,0
530,HP,ProBook 440,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,128GB SSD,Intel HD Graphics 520,3,1.63,689.00,0
531,Dell,Inspiron 5770,Notebook,17.3,1920x1080,Intel Core i5 8250U 1.6GHz,8,128GB SSD +  1TB HDD,AMD Radeon 530,5,2.8,889.00,0
532,Lenovo,ThinkPad L470,Notebook,14.0,1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,9,2.02,1340.00,0
533,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,1920x1080,Intel Core i7 7500U 2.7GHz,4,1TB HDD,Nvidia GeForce 920MX,3,2.2,799.00,0
534,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8,2TB HDD,Nvidia GeForce 920MX,2,2.2,459.00,0
535,Dell,Inspiron 3567,Notebook,15.6,1920x1080,Intel Core i5 7200U 2.5GHz,4,500GB HDD,AMD Radeon R5 M430,3,2.3,585.00,0
536,Dell,Latitude 5580,Notebook,15.6,1920x1080,Intel Core i5 7440HQ 2.8GHz,8,256GB SSD,Intel HD Graphics 620,3,1.9,1377.00,0
537,Dell,Alienware 17,Gaming,17.3,1920x1080,Intel Core i7 7700HQ 2.8GHz,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,3,4.42,3013.17,0
538,Toshiba,Satellite Pro,Notebook,15.6,1920x1080,Intel Core i5 7200U 2.5GHz,8,500GB HDD,Intel HD Graphics 620,3,2.0,860.00,0
539,Asus,Zenbook UX510UW-FI095T,Notebook,15.6,3840x2160,Intel Core i7 7500U 2.7GHz,8,256GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,3,2,1299.00,0
540,Mediacom,SmartBook Edge,Notebook,13.3,1920x1080,Intel Celeron Quad Core N3450 1.1GHz,4,32GB SSD,Intel HD Graphics 500,3,1.2,369.00,0
541,Asus,ROG Strix,Gaming,15.6,1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,3,2.3,1649.00,0
542,Dell,Latitude 5580,Notebook,15.6,1920x1080,Intel Core i7 7600U 2.8GHz,8,256GB SSD,Nvidia GeForce 930MX,3,1.93,1369.00,0
543,Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,AMD Radeon 530,3,2.2,797.41,0
544,HP,250 G6,Notebook,15.6,1920x1080,Intel Pentium Quad Core N3710 1.6GHz,4,256GB SSD,Intel HD Graphics 405,3,1.86,399.39,0
545,HP,Omen 15-ce006nv,Gaming,17.3,1920x1080,Intel Core i7 7700HQ 2.8GHz,12,1TB HDD,Nvidia GeForce GTX 1060,3,2.62,1799.00,0
546,Lenovo,Thinkpad E470,Notebook,14.0,1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Nvidia GeForce 940MX,3,1.87,859.00,0
547,Dell,XPS 13,Ultrabook,13.3,3200x1800,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Intel UHD Graphics 620,3,1.2,1399.00,1
548,Dell,Vostro 5468,Notebook,14.0,1920x1080,Intel Core i3 6006U 2GHz,4,128GB SSD,Intel HD Graphics 520,3,1.6,736.27,0
549,HP,Envy 13-AB020nr,Ultrabook,13.3,3200x1800,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,3,1.34,1145.00,0
550,Acer,Aspire 7,Gaming,15.6,1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1TB HDD,Nvidia GeForce GTX 1050,5,2.4,798.00,0
551,Asus,VivoBook X540YA-XX519T,Notebook,15.6,1366x768,AMD E-Series 7110 1.8GHz,4,500GB HDD,AMD Radeon R2 Graphics,3,2,349.00,0
552,HP,ProBook 450,Notebook,15.6,1920x1080,Intel Core i3 7100U 2.4GHz,4,128GB SSD,Intel HD Graphics 620,3,2.1,705.50,0
553,Lenovo,ThinkPad E470,Notebook,14.0,1920x1080,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Intel HD Graphics 620,3,1.87,785.00,0
554,Lenovo,V310-15ISK,Notebook,15.6,1920x1080,Intel Core i5 6200U 2.3GHz,4,1TB HDD,Intel HD Graphics 520,2,2.15,462.35,0
555,HP,250 G6,Notebook,15.6,1920x1080,Intel Core i3 6006U 2GHz,4,500GB HDD,Intel HD Graphics 520,3,1.86,397.00,0
556,Lenovo,ThinkPad T570,Notebook,15.6,1920x1080,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Intel HD Graphics 620,3,1.99,1729.00,0
557,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1920x1080,Intel Core i3 6006U 2GHz,4,128GB SSD,Intel HD Graphics 520,3,2.2,499.00,0
558,Dell,Latitude 5580,Notebook,15.6,1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,3,1.9,1117.39,0
559,Dell,Alienware 17,Gaming,17.3,1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,3,4.42,2699.00,0
560,HP,17-X047na,Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,8,1TB HDD,Intel HD Graphics 520,3,2.65,544.15,0
561,HP,ProBook 470,Notebook,17.3,1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Nvidia GeForce 930MX,3,2.63,1280.00,0
562,Asus,A541NA-GO342,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,500GB HDD,Intel HD Graphics 500,5,2,224.00,0
563,Mediacom,SmartBook 130,Notebook,13.3,1920x1080,Intel Atom x5-Z8350 1.44GHz,4,32GB Flash Storage,Intel HD Graphics,3,1.35,255.00,0
564,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel Core i7 7500U 2.7GHz,6,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,3,2.8,949.00,0
565,HP,15-bw007nv,Notebook,15.6,1920x1080,AMD A10-Series A10-9620P 2.5GHz,6,128GB SSD,AMD Radeon 530,3,1.91,569.30,0
566,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,1TB HDD,AMD Radeon R5 M420,3,2.18,618.30,0
567,Acer,Spin SP111-31,2 in 1 Convertible,11.6,1920x1080,Intel Celeron Dual Core N3350 2.0GHz,4,32GB Flash Storage,Intel HD Graphics 500,3,1.25,349.00,1
568,Lenovo,V330-15IKB,Notebook,15.6,1920x1080,Intel Core i3 7130U 2.7GHz,4,128GB SSD,Intel HD Graphics 620,3,2.05,630.00,0
569,HP,EliteBook 1030,Ultrabook,13.3,3200x1800,Intel Core M 6Y75 1.2GHz,16,512GB SSD,Intel HD Graphics 515,3,1.16,1965.00,1
570,Lenovo,Thinkpad P71,Notebook,17.3,1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia Quadro M620M,3,3.4,2999.00,0
571,Asus,FX553VD-DM627T,Notebook,15.6,1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,3,2.5,839.00,0
572,Dell,XPS 13,Ultrabook,13.3,3840x2160,Intel Core i5 8250U 1.6GHz,8,128GB SSD,Intel UHD Graphics 620,3,1.21,1599.00,1
573,Dell,Latitude 5580,Notebook,15.6,1366x768,Intel Core i5 7300U 2.6GHz,4,500GB HDD,Intel HD Graphics 620,3,1.93,959.00,0
574,Fujitsu,Lifebook A557,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Intel HD Graphics 620,3,2.2,739.00,0
575,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,1920x1080,Intel Pentium Quad Core N4200 1.1GHz,4,500GB HDD,Intel HD Graphics 505,3,2.2,344.00,0
576,Lenovo,ThinkPad L470,Notebook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Intel HD Graphics 620,3,2.02,990.00,0
577,HP,ZBook 17,Workstation,17.3,1600x900,Intel Core i5 7440HQ 2.8GHz,8,500GB HDD,Nvidia Quadro M1200,3,3.14,1861.39,0
578,HP,14-am079na,Notebook,14.0,1366x768,Intel Pentium Quad Core N3710 1.6GHz,8,2TB HDD,Intel HD Graphics 405,3,1.94,389.00,0
579,HP,15-cd005nv,Notebook,15.6,1920x1080,AMD A9-Series A9-9420 3GHz,6,256GB SSD,AMD Radeon 530,3,1.95,649.00,0
580,Lenovo,Thinkpad E570,Notebook,15.6,1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,3,2.3,830.00,0
581,Lenovo,V330-15IKB,Notebook,15.6,1920x1080,Intel Core i5 8250U 1.6GHz,4,500GB HDD,Intel HD Graphics 620,3,2.05,685.00,0
582,Mediacom,SmartBook 141,Notebook,14.0,1920x1080,Intel Atom x5-Z8350 1.44GHz,4,32GB SSD,Intel HD Graphics,3,1.4,249.00,0
583,Toshiba,Tecra X40-D-10H,Ultrabook,14.0,1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,3,1.24,1865.00,1
584,Lenovo,IdeaPad Y910-17ISK,Gaming,17.3,1920x1080,Intel Core i7 6820HK 2.7GHz,32,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,3,4.6,2663.00,0
585,MSI,GT73VR Titan,Gaming,17.3,1920x1080,Intel Core i7 7820HK 2.9GHz,16,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,3,4.14,2729.00,0
586,Dell,Inspiron 3567,Notebook,15.6,1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,AMD Radeon R5 M430,5,2.2,749.01,0
587,Mediacom,SmartBook Edge,Notebook,14.0,1920x1080,Intel Celeron Quad Core N3450 1.1GHz,4,32GB SSD,Intel HD Graphics 500,3,1.45,389.00,0
588,Dell,Latitude 5580,Notebook,15.6,1366x768,Intel Core i5 7300U 2.6GHz,8,500GB HDD,Intel HD Graphics 620,3,1.9,1008.52,0
589,HP,ProBook 430,Notebook,13.3,1920x1080,Intel Core i3 7100U 2.4GHz,4,128GB SSD,Intel HD Graphics 620,3,1.49,719.00,0
590,Dell,Latitude 5580,Notebook,15.6,1920x1080,Intel Core i7 7600U 2.8GHz,16,256GB SSD,Nvidia GeForce 930MX,3,1.93,1537.39,0
591,Dell,Chromebook 11,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,16GB Flash Storage,Intel HD Graphics 400,8,1.26,295.00,0
592,MSI,GT80S 6QE,Gaming,17.3,1920x1080,Intel Core i7 6820HK 2.7GHz,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,3,4.5,2349.00,0
593,HP,Omen 17-AN010nv,Gaming,17.3,1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,3,3.78,1498.00,0
594,Lenovo,Thinkpad T460s,Ultrabook,14.0,1920x1080,Intel Core i7 6600U 2.6GHz,12,256GB SSD,Intel HD Graphics 520,3,1.4,1673.00,0
595,Lenovo,Ideapad 320-15IKBR,Notebook,15.6,1366x768,Intel Core i7 8550U 1.8GHz,12,1TB HDD,Intel HD Graphics 620,3,2.2,609.00,1
596,Asus,ROG Strix,Gaming,17.3,1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,3,2.73,1770.00,0
597,Asus,TP501UA-CJ131T,2 in 1 Convertible,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Intel HD Graphics 520,3,2.2,739.00,1
598,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,1920x1080,AMD A12-Series 9720P 3.6GHz,12,512GB SSD,AMD Radeon 530,3,2.2,949.00,0
599,Dell,Inspiron 3179,2 in 1 Convertible,11.6,1366x768,Intel Core M 7Y30 1.0GHz,4,128GB SSD,Intel HD Graphics 615,3,1.39,603.00,1
600,Samsung,Notebook Odyssey,Notebook,15.6,1920x1080,Intel Core i7 7700HQ 2.8GHz,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,3,2.5,1699.00,0
601,Lenovo,V320-17ISK,Notebook,17.3,1920x1080,Intel Core i3 6006U 2GHz,4,500GB HDD,Intel HD Graphics 520,2,2.8,529.00,0
602,Lenovo,IdeaPad 110-15ISK,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,8,1TB HDD,Intel HD Graphics 520,3,2.29,459.00,0
603,Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,1920x1080,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Intel HD Graphics 620,3,1.37,2025.00,1
604,Lenovo,Thinkpad T470p,Notebook,14.0,1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Intel HD Graphics 630,3,1.7,1474.00,0
605,Dell,Latitude 5289,2 in 1 Convertible,12.5,1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,3,1.34,1670.00,1
606,Dell,Precision 3520,Workstation,15.6,1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia Quadro M620,3,2.06,1763.00,1
607,HP,EliteBook 850,Notebook,15.6,1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,3,1.84,1219.00,0
608,HP,ProBook 450,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,500GB HDD,Intel HD Graphics 620,3,2.1,668.48,0
609,Acer,Aspire 1,Notebook,14.0,1920x1080,Intel Celeron Quad Core N3450 1.1GHz,4,32GB Flash Storage,Intel HD Graphics 500,3,1.6,329.00,0
610,MSI,Laptop MSI,Gaming,17.3,1920x1080,Intel Core i7 6820HK 2.7GHz,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,3,4.14,2199.00,0
611,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,1TB HDD,AMD Radeon R5 M420,5,2.18,465.00,0
612,MSI,GS63VR 7RF,Gaming,15.6,3840x2160,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  2TB HDD,Nvidia GeForce GTX 1060,3,1.8,2299.00,0
613,Toshiba,Tecra Z50-C-144,Notebook,15.6,1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel HD Graphics 520,3,2.2,1399.00,0
614,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,1920x1080,Intel Core i5 7200U 2.5GHz,6,1TB HDD,Intel HD Graphics 620,3,2.4,564.00,0
615,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Intel HD Graphics 630,3,2,1299.00,1
616,Acer,Swift SF114-31-P5HY,Notebook,14.0,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4,128GB Flash Storage,Intel HD Graphics 405,3,1.6,349.00,0
617,Lenovo,Thinkpad P51,Notebook,15.6,3840x2160,Intel Xeon E3-1535M v6 3.1GHz,32,1TB SSD,Nvidia Quadro M2200M,3,2.5,4899.00,0
618,Dell,Inspiron 7559,Gaming,15.6,1920x1080,Intel Core i7 6700HQ 2.6GHz,16,1TB HDD,Nvidia GeForce GTX 960<U+039C>,3,2.59,879.01,0
619,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4,1TB HDD,Intel HD Graphics 520,5,2.18,444.30,0
620,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4,1TB HDD,Intel HD Graphics 520,5,2.25,359.00,0
621,Dell,Latitude 5580,Notebook,15.6,1366x768,Intel Core i5 7300U 2.6GHz,4,500GB HDD,Intel HD Graphics 620,5,1.93,869.00,0
622,Asus,FX753VD-GC007T,Gaming,17.3,1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,3,3,1168.00,0
623,Dell,Vostro 3568,Notebook,15.6,1920x1080,Intel Core i5 7200U 2.5GHz,4,128GB SSD,AMD Radeon R5 M420,5,2.18,569.00,0
624,HP,EliteBook 850,Ultrabook,15.6,1920x1080,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Intel HD Graphics 620,3,1.84,1389.00,0
625,MSI,GT62VR 7RE,Gaming,15.6,1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,3,2.94,2268.26,0
626,Acer,CB5-132T-C9KK,2 in 1 Convertible,11.6,1366x768,Intel Celeron Quad Core N3160 1.6GHz,4,32GB Flash Storage,Intel HD Graphics 400,8,1.25,379.00,1
627,HP,ProBook 650,Notebook,14.0,1366x768,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Intel HD Graphics 620,3,2.31,1124.00,0
628,Lenovo,ThinkPad T470,Notebook,14.0,1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,9,1.65,1465.00,0
629,Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel Core i5 8250U 1.6GHz,4,1TB HDD,AMD Radeon 530,3,2.2,776.00,0
630,Fujitsu,LifeBook A557,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,3,2.2,799.00,0
631,HP,EliteBook 850,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Intel HD Graphics 520,9,1.88,932.00,0
632,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Nvidia GeForce 920MX,3,2.2,899.00,0
633,Mediacom,SmartBook 140,Notebook,14.0,1920x1080,Intel Atom x5-Z8350 1.44GHz,2,32GB Flash Storage,Intel HD Graphics,3,1.4,239.00,0
634,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1920x1080,Intel Core i5 7200U 2.5GHz,4,128GB SSD,Intel HD Graphics 620,2,2.2,468.00,0
635,Asus,Q304UA-BHI5T11,2 in 1 Convertible,13.3,1920x1080,Intel Core i5 7200U 2.5GHz,6,1TB HDD,Intel HD Graphics 620,3,1.5,639.01,1
636,Dell,XPS 15,Notebook,15.6,1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia GeForce GTX 1050,3,2,1820.00,0
637,Asus,ZenBook 3,Ultrabook,14.0,1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,3,1.1,1900.00,0
639,Dell,Inspiron 7567,Gaming,15.6,1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,3,2.62,1479.00,0
640,Lenovo,V330-15IKB,Notebook,15.6,1920x1080,Intel Core i5 8250U 1.6GHz,4,256GB SSD,Intel UHD Graphics 620,3,1.8,829.00,0
641,Lenovo,Ideapad 320-15ISK,Notebook,15.6,1920x1080,Intel Core i3 6006U 2GHz,4,1TB HDD,Nvidia GeForce 920MX,3,2.2,579.00,0
642,Asus,X541NA-GO414T,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,8,1TB HDD,Intel HD Graphics 500,3,2,399.00,0
643,Asus,VivoBook Pro,Notebook,15.6,1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1TB HDD,Nvidia GeForce GTX 1050,3,1.99,907.02,0
644,Dell,XPS 13,Ultrabook,13.3,3200x1800,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,3,1.23,1869.00,1
645,Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2,32GB Flash Storage,Intel HD Graphics 400,3,1.42,249.00,0
646,Lenovo,Thinkpad Yoga,2 in 1 Convertible,13.3,1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,3,1.37,1757.42,1
647,Dell,XPS 15,Notebook,15.6,3840x2160,Intel Core i7 7700HQ 2.8GHz,16,1TB SSD,Nvidia GeForce GTX 1050,3,2.06,2399.00,1
